<DIMENSION> 417
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	23702
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
1025.7000	1971.3000	 0	 0	 0	 0	 0
1161.6700	1965.3900	 0	 0	 0	 0	17
1191.2300	1959.4900	 0	 0	 0	 0	2605
1167.5900	1959.4900	 0	 0	 0	 0	3364
1096.6400	1959.4900	 0	 0	 0	 0	3291
1102.5600	1953.5800	 0	 0	 0	 0	2545
1090.7300	1953.5800	 0	 0	 0	 0	8534
1019.7900	1953.5800	 0	 0	 0	 0	6408
1232.6200	1941.7700	 0	 0	 0	 0	8507
1043.4400	1941.7700	 0	 0	 0	 0	9852
1238.5300	1935.8700	 0	 0	 0	 0	4404
1167.5900	1935.8700	 0	 0	 0	 0	1958
1132.1100	1935.8700	 0	 0	 0	 0	10219
1268.0900	1929.9600	 0	 0	 0	 0	732
1244.4400	1929.9600	 0	 0	 0	 0	6208
1067.0800	1929.9600	 0	 0	 0	 0	7811
1179.4100	1924.0600	 0	 0	 0	 0	868
1049.3500	1924.0600	 0	 0	 0	 0	8638
1037.5300	1924.0600	 0	 0	 0	 0	5801
1126.2000	1918.1500	 0	 0	 0	 0	3073
1090.7300	1918.1500	 0	 0	 0	 0	7137
984.3190	1918.1500	 0	 0	 0	 0	8128
1327.2000	1906.3400	 0	 0	 0	 0	4632
1031.6100	1906.3400	 0	 0	 0	 0	421
996.1430	1906.3400	 0	 0	 0	 0	5133
1049.3500	1900.4400	 0	 0	 0	 0	10677
1185.3200	1894.5300	 0	 0	 0	 0	627
1114.3800	1894.5300	 0	 0	 0	 0	9871
1315.3800	1882.7200	 0	 0	 0	 0	6841
1291.7300	1882.7200	 0	 0	 0	 0	2511
1078.9100	1882.7200	 0	 0	 0	 0	10098
1013.8800	1876.8200	 0	 0	 0	 0	4144
1735.1200	1746.9100	 0	 0	 0	 0	11305
741.9340	1746.9100	 0	 0	 0	 0	3571
1729.2100	1741.0000	 0	 0	 0	 0	10934
736.0220	1741.0000	 0	 0	 0	 0	1651
1522.3000	1723.2900	 0	 0	 0	 0	6249
529.1080	1723.2900	 0	 0	 0	 0	10779
1185.3200	1646.5200	 0	 0	 0	 0	7563
1569.5900	1522.5200	 0	 0	 0	 0	9481
576.4030	1522.5200	 0	 0	 0	 0	10116
1149.8500	1445.7500	 0	 0	 0	 0	9789
617.7860	1445.7500	 0	 0	 0	 0	9016
1031.6100	1422.1300	 0	 0	 0	 0	1721
1108.4700	1416.2200	 0	 0	 0	 0	8129
753.7580	1416.2200	 0	 0	 0	 0	8178
1031.6100	1410.3200	 0	 0	 0	 0	2024
594.1380	1410.3200	 0	 0	 0	 0	7601
759.6700	1398.5100	 0	 0	 0	 0	9573
605.9620	1398.5100	 0	 0	 0	 0	1471
753.7580	1274.5000	 0	 0	 0	 0	6964
659.1690	1250.8800	 0	 0	 0	 0	10358
1268.0900	1244.9800	 0	 0	 0	 0	8733
594.1380	1244.9800	 0	 0	 0	 0	2857
611.8740	1227.2600	 0	 0	 0	 0	2072
1279.9100	1221.3600	 0	 0	 0	 0	4103
659.1690	1156.4000	 0	 0	 0	 0	5531
1226.7000	1002.8700	 0	 0	 0	 0	548
1149.8500	996.9670	 0	 0	 0	 0	5384
1610.9700	973.3470	 0	 0	 0	 0	4484
1037.5300	802.1010	 0	 0	 0	 0	10621
1315.3800	796.1960	 0	 0	 0	 0	9225
1114.3800	796.1960	 0	 0	 0	 0	4923
1090.7300	796.1960	 0	 0	 0	 0	4602
1274.0000	790.2900	 0	 0	 0	 0	1202
1132.1100	790.2900	 0	 0	 0	 0	8360
1108.4700	790.2900	 0	 0	 0	 0	2886
1013.8800	790.2900	 0	 0	 0	 0	4059
1268.0900	784.3860	 0	 0	 0	 0	1405
1114.3800	784.3860	 0	 0	 0	 0	5006
1031.6100	784.3860	 0	 0	 0	 0	6660
1664.1800	778.4810	 0	 0	 0	 0	7737
1238.5300	778.4810	 0	 0	 0	 0	4423
1096.6400	778.4810	 0	 0	 0	 0	2004
1049.3500	778.4810	 0	 0	 0	 0	7076
978.4070	778.4810	 0	 0	 0	 0	3556
1232.6200	772.5760	 0	 0	 0	 0	5128
1185.3200	772.5760	 0	 0	 0	 0	2446
1078.9100	772.5760	 0	 0	 0	 0	2094
1055.2600	772.5760	 0	 0	 0	 0	5588
1019.7900	772.5760	 0	 0	 0	 0	2680
1214.8800	766.6700	 0	 0	 0	 0	9245
1191.2300	766.6700	 0	 0	 0	 0	11426
1167.5900	766.6700	 0	 0	 0	 0	5736
1084.8200	766.6700	 0	 0	 0	 0	4652
1073.0000	766.6700	 0	 0	 0	 0	8333
1232.6200	760.7650	 0	 0	 0	 0	9827
1161.6700	760.7650	 0	 0	 0	 0	3363
1262.1800	754.8610	 0	 0	 0	 0	10784
1250.3500	754.8610	 0	 0	 0	 0	1078
1179.4100	754.8610	 0	 0	 0	 0	9225
1025.7000	754.8610	 0	 0	 0	 0	3534
1268.0900	748.9550	 0	 0	 0	 0	7878
1244.4400	748.9550	 0	 0	 0	 0	3283
1173.5000	748.9550	 0	 0	 0	 0	3917
1132.1100	743.0500	 0	 0	 0	 0	10925
1120.2900	743.0500	 0	 0	 0	 0	1420
1019.7900	725.3350	 0	 0	 0	 0	5190
996.1430	725.3350	 0	 0	 0	 0	9008
