<DIMENSION> 101
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	790
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
25	85	 0	 0	 0	 0	0
22	75	 0	 0	 0	 0	69
22	85	 0	 0	 0	 0	90
20	80	 0	 0	 0	 0	88
20	85	 0	 0	 0	 0	68
18	75	 0	 0	 0	 0	229
15	75	 0	 0	 0	 0	172
15	80	 0	 0	 0	 0	228
10	35	 0	 0	 0	 0	264
10	40	 0	 0	 0	 0	118
8	40	 0	 0	 0	 0	52
8	45	 0	 0	 0	 0	274
5	35	 0	 0	 0	 0	19
5	45	 0	 0	 0	 0	166
2	40	 0	 0	 0	 0	209
0	40	 0	 0	 0	 0	23
0	45	 0	 0	 0	 0	231
44	5	 0	 0	 0	 0	155
42	10	 0	 0	 0	 0	82
42	15	 0	 0	 0	 0	191
40	5	 0	 0	 0	 0	218
40	15	 0	 0	 0	 0	124
38	5	 0	 0	 0	 0	11
38	15	 0	 0	 0	 0	137
35	5	 0	 0	 0	 0	286
95	30	 0	 0	 0	 0	16
95	35	 0	 0	 0	 0	265
92	30	 0	 0	 0	 0	183
90	35	 0	 0	 0	 0	67
88	30	 0	 0	 0	 0	271
88	35	 0	 0	 0	 0	111
87	30	 0	 0	 0	 0	303
85	25	 0	 0	 0	 0	95
85	35	 0	 0	 0	 0	293
67	85	 0	 0	 0	 0	44
65	85	 0	 0	 0	 0	167
65	82	 0	 0	 0	 0	289
62	80	 0	 0	 0	 0	203
60	80	 0	 0	 0	 0	254
60	85	 0	 0	 0	 0	271
58	75	 0	 0	 0	 0	262
55	80	 0	 0	 0	 0	242
55	85	 0	 0	 0	 0	46
55	82	 0	 0	 0	 0	218
20	82	 0	 0	 0	 0	219
18	80	 0	 0	 0	 0	54
2	45	 0	 0	 0	 0	204
42	5	 0	 0	 0	 0	257
42	12	 0	 0	 0	 0	39
72	35	 0	 0	 0	 0	187
55	20	 0	 0	 0	 0	278
25	30	 0	 0	 0	 0	234
20	50	 0	 0	 0	 0	76
55	60	 0	 0	 0	 0	55
30	60	 0	 0	 0	 0	110
50	35	 0	 0	 0	 0	148
30	25	 0	 0	 0	 0	14
15	10	 0	 0	 0	 0	144
10	20	 0	 0	 0	 0	120
15	60	 0	 0	 0	 0	285
45	65	 0	 0	 0	 0	247
65	35	 0	 0	 0	 0	132
65	20	 0	 0	 0	 0	123
45	30	 0	 0	 0	 0	32
35	40	 0	 0	 0	 0	224
41	37	 0	 0	 0	 0	77
64	42	 0	 0	 0	 0	109
40	60	 0	 0	 0	 0	37
31	52	 0	 0	 0	 0	134
35	69	 0	 0	 0	 0	178
65	55	 0	 0	 0	 0	207
63	65	 0	 0	 0	 0	118
2	60	 0	 0	 0	 0	53
20	20	 0	 0	 0	 0	190
5	5	 0	 0	 0	 0	95
60	12	 0	 0	 0	 0	137
23	3	 0	 0	 0	 0	65
8	56	 0	 0	 0	 0	56
6	68	 0	 0	 0	 0	150
47	47	 0	 0	 0	 0	71
49	58	 0	 0	 0	 0	248
27	43	 0	 0	 0	 0	306
37	31	 0	 0	 0	 0	154
57	29	 0	 0	 0	 0	124
63	23	 0	 0	 0	 0	223
21	24	 0	 0	 0	 0	263
12	24	 0	 0	 0	 0	90
24	58	 0	 0	 0	 0	289
67	5	 0	 0	 0	 0	28
37	47	 0	 0	 0	 0	247
49	42	 0	 0	 0	 0	94
53	43	 0	 0	 0	 0	211
61	52	 0	 0	 0	 0	88
57	48	 0	 0	 0	 0	105
56	37	 0	 0	 0	 0	293
55	54	 0	 0	 0	 0	38
4	18	 0	 0	 0	 0	139
26	52	 0	 0	 0	 0	241
26	35	 0	 0	 0	 0	132
31	67	 0	 0	 0	 0	232
